InventoryID ,ProductID,OnShelfQuantity,WarehouseID
1179,179,9,9
1180,180,35,7
1181,181,25,5
1182,182,31,5
1183,183,39,7
1184,184,34,1
1185,185,31,1
1186,186,27,7
1187,187,5,8
1188,188,6,2
1189,189,9,1
1190,190,6,7
1191,191,12,6
1192,192,4,3
1193,193,4,6
1194,194,5,7
1195,195,6,3
1196,196,8,8
1197,197,9,6
1198,198,5,3
1199,199,2,7
1200,200,3,3
1201,201,8,7
1202,202,4,9
1203,203,6,6
1204,204,2,5
1205,205,7,3
1206,206,5,6
1207,207,16,6
1208,208,19,1
1209,209,16,10
1210,210,6,10
1211,211,7,4
1212,212,3,9
1213,213,29,5
1214,214,8,9
1215,215,27,8
1216,216,4,10
1217,217,32,9
1218,218,49,10
1219,219,14,3
1220,220,20,3
1221,221,29,1
1222,222,26,8
1223,223,2,3
1224,224,2,1
1225,225,15,2
1226,226,3,3
1227,227,6,3
1228,228,4,1
1229,229,23,10
1230,230,37,5
1231,231,34,1
1232,232,17,5
1233,233,15,8
1234,234,9,6
1235,235,8,6
1236,236,7,7
1237,237,18,3
1238,238,8,1
1239,239,16,8
1240,240,5,1
1241,241,9,8
1242,242,6,2
1243,243,11,6
1244,244,4,7
1245,245,13,6
1246,246,2,8
1247,247,4,5
1248,248,3,9
1249,249,11,9
1250,250,8,9
1251,251,27,4
1252,252,7,5
1253,253,2,10
1254,254,61,5
1255,255,40,10
1256,256,85,9
1257,257,22,7
1258,258,158,1
1259,259,158,2
1260,260,194,7
1261,261,32,10
1262,262,25,7
1263,263,35,3
1264,264,24,2
1265,265,40,10
1266,266,4,1
1267,267,4,1
1268,268,1,6
1269,269,2,10
1270,270,3,1
1271,271,0,2
1272,272,2,9
1273,273,3,10
1274,274,398,2
1275,275,250,6
1276,276,347,4
1277,277,75,8
1278,278,88,3
1279,279,21,8
1280,280,59,7
1281,281,2,8
1282,282,2,6
1283,283,1,6
1284,284,3,4
1285,285,3,7
1286,286,3,1
1287,287,4,1
1288,288,2,4
1289,289,1,7
1290,290,2,6
1291,291,3,6
1292,292,2,6
1293,293,2,2
1294,294,6,6
1295,295,1,5
1296,296,5,3
1297,297,10,9
1298,298,21,10
1299,299,6,5
1300,300,15,4
1301,301,136,6
1302,302,63,5
1303,303,134,9
1304,304,176,1
1305,305,41,4
1306,306,92,5
1307,307,102,3
1308,308,1,1
1309,309,6,8
1310,310,6,8
1311,311,0,7
1312,312,23,8
1313,313,0,3
1314,314,3,10
1315,315,14,7
1316,316,14,3
1317,317,37,1
1318,318,8,3
1319,319,25,1
1320,320,25,6
1321,321,16,1
1322,322,2,5
1323,323,4,9
1324,324,1,6
1325,325,2,1
1326,326,2,2
1327,327,0,5
1328,328,1,9
1329,329,0,4
1330,330,1,4
1331,331,8,8
1332,332,1,6
1333,333,7,6
1334,334,1,2
1335,335,5,7
1336,336,43,6
1337,337,6,7
1338,338,56,9
1339,339,13,6
1340,340,20,7
1341,341,56,6
1342,342,50,3
1343,343,1,1
1344,344,1,5
1345,345,2,1
1346,346,1,6
1347,347,5,9
1348,348,3,4
1349,349,1,6
1350,350,0,8
1351,351,1,10
1352,352,1,4
1353,353,1,3
1354,354,5,10
1355,355,3,2
1356,356,2,1
1357,357,0,7
1358,358,0,5
1359,359,4,2
1360,360,1,6
1361,361,12,5
1362,362,3,3
1363,363,4,1
1364,364,3,5
1365,365,10,1
1366,366,8,1
1367,367,6,2
1368,368,33,7
1369,369,3,10
1370,370,6,4
1371,371,2,4
1372,372,4,6
1373,373,7,2
1374,374,3,9
1375,375,21,9
1376,376,3,5
1377,377,3,5
1378,378,3,8
1379,379,2,10
1380,380,6,1
1381,381,2,3
1382,382,30,2
1383,383,3,4
1384,384,1,9
1385,385,2,4
1386,386,2,4
1387,387,4,10
1388,388,2,4
1389,389,11,10
1390,390,2,4
1391,391,4,3
1392,392,2,6
1393,393,4,5
1394,394,36,5
1395,395,3,10
1396,396,35,10
1397,397,4,4
1398,398,2,2
1399,399,6,10
1400,400,5,8
1401,401,51,9
1402,402,7,4
1403,403,50,8
1404,404,7,9
1405,405,7,3
1406,406,3,5
1407,407,3,4
1408,408,29,7
1409,409,3,8
1410,410,55,1
1411,411,6,6
1412,412,3,10
1413,413,2,9
1414,414,2,9
1415,415,4,8
1416,416,3,5
1417,417,8,10
1418,418,3,4
1419,419,3,5
1420,420,2,9
1421,421,3,5
1422,422,5,1
1423,423,2,5
1424,424,55,2
1425,425,3,1
1426,426,5,4
1427,427,4,8
1428,428,3,9
1429,429,34,6
1430,430,4,2
1431,431,26,10
1432,432,24,7
1433,433,6,6
1434,434,3,5
1435,435,10,1
1436,436,29,8
1437,437,3,1
1438,438,27,1
1439,439,2,4
1440,440,3,7
1441,441,3,8
1442,442,10,5
1443,443,15,4
1444,444,6,10
1445,445,32,5
1446,446,11,9
1447,447,4,1
1448,448,3,2
1449,449,3,9
1450,450,6,5
1451,451,2,6
1452,452,51,7
1453,453,16,5
1454,454,16,4
1455,455,19,9
1456,456,22,4
1457,457,29,3
1458,458,25,6
1459,459,28,7
1460,460,20,3
1461,461,25,4
1462,462,26,2
1463,463,23,3
1464,464,25,2
1465,465,28,1
1466,466,30,10
1467,467,34,4
1468,468,32,7
1469,469,35,3
1470,470,32,9
1471,471,27,1
1472,472,42,3
1473,473,37,9
1474,474,36,9
1475,475,17,6
1476,476,34,8
1477,477,41,9
1478,478,36,1
1479,479,39,3
1480,480,31,10
1481,481,35,5
1482,482,37,6
1483,483,36,3
1484,484,38,9
1485,485,31,6
1486,486,33,8
1487,487,36,7
1488,488,36,1
1489,489,36,8
1490,490,21,1
1491,491,31,2
1492,492,32,10
1493,493,31,3
1494,494,31,4
1495,495,30,1
1496,496,30,10
1497,497,31,7
1498,498,33,5
1499,499,31,1
1500,500,26,8
1501,501,28,5
1502,502,33,5
1503,503,30,6
1504,504,30,2
1505,505,29,4
1506,506,32,6
1507,507,34,3
1508,508,32,5
1509,509,34,10
1510,510,33,2
1511,511,30,4
1512,512,34,3
1513,513,33,9
1514,514,33,9
1515,515,3,1
1516,516,3,4
1517,517,6,10
1518,518,4,9
1519,519,2,10
1520,520,3,9
1521,521,8,3
1522,522,7,9
1523,523,5,1
1524,524,3,4
1525,525,6,1
1526,526,4,5
1527,527,2,4
1528,528,3,2
1529,529,2,3
1530,530,3,2
1531,531,3,1
1532,532,5,9
1533,533,2,8
1534,534,2,8
1535,535,3,7
1536,536,4,4
1537,537,12,2
1538,538,5,1
1539,539,2,6
1540,540,5,5
1541,541,6,10
1542,542,10,7
1543,543,5,4
1544,544,2,10
1545,545,3,5
1546,546,3,6
1547,547,5,4
1548,548,2,5
1549,549,2,6
1550,550,7,3
1551,551,13,2
1552,552,7,7
1553,553,4,5
1554,554,4,3
1555,555,3,4
1556,556,3,5
1557,557,4,7
1558,558,4,4
1559,559,2,6
1560,560,2,1
1561,561,4,4
1562,562,3,7
1563,563,2,8
1564,564,3,7
1565,565,2,9
1566,566,5,3
1567,567,3,3
1568,568,3,10
1569,569,1,5
1570,570,2,6
1571,571,2,2
1572,572,2,2
1573,573,2,9
1574,574,1,2
1575,575,4,6
1576,576,4,9
1577,577,4,2
1578,578,3,9
1579,579,3,10
1580,580,2,3
1581,581,19,2
1582,582,9,10
1583,583,26,1
1584,584,42,6
1585,585,20,4
1586,586,14,5
1587,587,93,4
1588,588,82,10
1589,589,165,8
1590,590,62,1
1591,591,97,7
1592,592,73,1
1593,593,7,1
1594,594,3,4
1595,595,7,10
1596,596,9,7
1597,597,5,3
1598,598,13,3
1599,599,3,1
1600,600,9,1
1601,601,57,6
1602,602,61,7
1603,603,58,3
1604,604,18,3
1605,605,53,5
1606,606,11,1
1607,607,33,5
1608,608,20,8
1609,609,49,10
1610,610,29,2
1611,611,31,7
1612,612,45,3
1613,613,30,5
1614,614,73,9
1615,615,132,5
1616,616,86,8
1617,617,51,2
1618,618,23,1
1619,619,149,10
1620,620,35,5
1621,621,33,5
1622,622,11,10
1623,623,6,3
1624,624,31,4
1625,625,13,7
1626,626,89,6
1627,627,19,4
1628,628,45,5
1629,629,89,7
1630,630,29,6
1631,631,171,10
1632,632,318,6
1633,633,161,7
1634,634,28,7
1635,635,51,4
1636,636,30,3
1637,637,88,9
1638,638,44,2
1639,639,34,4
1640,640,64,3
1641,641,13,10
1642,642,26,1
1643,643,11,8
1644,644,3,7
1645,645,14,7
1646,646,10,2
1647,647,7,10
1648,648,37,1
1649,649,45,9
1650,650,71,4
1651,651,13,4
1652,652,9,1
1653,653,3,7
1654,654,7,2
1655,655,41,1
1656,656,29,4
1657,657,10,10
1658,658,57,4
1659,659,136,4
1660,660,25,2
1661,661,93,5
1662,662,22,10
1663,663,69,5
1664,664,7,9
1665,665,4,10
1666,666,8,5
1667,667,4,2
1668,668,17,10
1669,669,5,7
1670,670,6,1
1671,671,28,7
1672,672,4,8
1673,673,70,6
1674,674,27,10
1675,675,17,9
1676,676,29,8
1677,677,72,6
1678,678,0,7
1679,679,1,8
1680,680,3,2
1681,681,2,3
1682,682,4,8
1683,683,0,7
1684,684,0,9
1685,685,2,5
1686,686,2,9
1687,687,2,5
1688,688,1,2
1689,689,2,10
1690,690,2,2
1691,691,1,1
1692,692,0,2
1693,693,0,8
1694,694,4,4
1695,695,9,6
1696,696,1,6
1697,697,1,3
1698,698,2,1
1699,699,3,8
1700,700,4,9
1701,701,3,9
1702,702,11,8
1703,703,3,9
1704,704,3,4
1705,705,0,4
1706,706,1,7
1707,707,1,9
1708,708,0,2
1709,709,3,10
1710,710,1,8
1711,711,1,5
1712,712,2,9
1713,713,1,7
1714,714,2,3
1715,715,2,4
1716,716,4,2
1717,717,2,9
1718,718,6,6
1719,719,3,2
1720,720,4,8
1721,721,6,8
1722,722,1,7
1723,723,135,3
1724,724,94,4
1725,725,176,7
1726,726,83,6
1727,727,151,9
1728,728,92,10
1729,729,63,3
1730,730,1,4
1731,731,0,4
1732,732,4,1
1733,733,0,6
1734,734,7,7
1735,735,3,1
1736,736,4,2
1737,737,1,1
1738,738,1,10
1739,739,0,6
1740,740,0,5
1741,741,3,8
1742,742,1,1
1743,743,0,4
1744,744,0,2
1745,745,0,8
1746,746,0,5
1747,747,1,7
1748,748,0,1
1749,749,0,5
1750,750,0,2
1751,751,2,7
1752,752,0,9
1753,753,1,6
1754,754,1,2
1755,755,4,1
1756,756,1,6
1757,757,1,1
1758,758,1,1
1759,759,0,1
1760,760,0,10
1761,761,1,9
1762,762,1,6
1763,763,1,6
1764,764,0,8
1765,765,0,5
1766,766,0,8
1767,767,1,3
1768,768,0,2
1769,769,0,6
1770,770,4,3
1771,771,9,8
1772,772,3,2
1773,773,9,7
1774,774,3,4
1775,775,4,4
1776,776,2,7
1777,777,47,8
1778,778,34,10
1779,779,3,9
1780,780,56,3
1781,781,4,9
1782,782,4,10
1783,783,2,7
1784,784,5,10
1785,785,2,3
1786,786,6,8
1787,787,2,2
1788,788,0,2
1789,789,1,4
1790,790,2,3
1791,791,1,4
1792,792,3,3
1793,793,1,8
1794,794,0,1
1795,795,5,8
1796,796,5,8
1797,797,9,6
1798,798,2,1
1799,799,27,1
1800,800,7,3
1801,801,5,8
1802,802,1,6
1803,803,1,1
1804,804,2,8
1805,805,1,1
1806,806,7,4
1807,807,1,9
1808,808,2,3
1809,809,2,1
1810,810,1,3
1811,811,0,8
1812,812,3,10
1813,813,4,8
1814,814,0,5
1815,815,0,5
1816,816,1,10
1817,817,1,1
1818,818,0,1
1819,819,2,6
1820,820,4,6
1821,821,0,8
1822,822,3,6
1823,823,5,3
1824,824,2,8
1825,825,3,7
1826,826,7,8
1827,827,3,8
1828,828,3,1
1829,829,3,2
1830,830,2,4
1831,831,0,10
1832,832,2,3
1833,833,1,1
1834,834,4,7
1835,835,1,9
1836,836,2,10
1837,837,1,10
1838,838,0,3
1839,839,2,2
1840,840,2,7
1841,841,4,8
1842,842,0,7
1843,843,0,9
1844,844,1,1
1845,845,0,8
1846,846,3,9
1847,847,0,4
1848,848,2,10
1849,849,0,10
1850,850,0,6
1851,851,2,2
1852,852,1,5
1853,853,1,7
1854,854,0,5
1855,855,2,5
1856,856,1,3
1857,857,1,8
1858,858,1,8
1859,859,2,2
1860,860,1,4
1861,861,2,8
1862,862,4,7
1863,863,3,4
1864,864,2,5
1865,865,2,2
1866,866,3,2
1867,867,6,1
1868,868,1,6
1869,869,5,1
1870,870,3,10
1871,871,1,1
1872,872,2,9
1873,873,4,3
1874,874,4,9
1875,875,4,2
1876,876,8,5
1877,877,2,5
1878,878,2,10
1879,879,2,5
1880,880,2,10
1881,881,4,10
1882,882,2,9
1883,883,18,8
1884,884,2,7
1885,885,2,6
1886,886,2,8
1887,887,2,4
1888,888,3,8
1889,889,1,7
1890,890,0,8
1891,891,1,10
1892,892,0,3
1893,893,1,8
1894,894,2,9
1895,895,2,1
1896,896,1,4
1897,897,4,1
1898,898,2,9
1899,899,4,2
1900,900,1,5
1901,901,2,6
1902,902,6,4
1903,903,4,6
1904,904,3,5
1905,905,1,5
1906,906,1,10
1907,907,0,8
1908,908,0,9
1909,909,2,8
1910,910,1,4
1911,911,0,5
1912,912,1,1
1913,913,1,2
1914,914,0,5
1915,915,1,3
1916,916,2,4
1917,917,3,6
1918,918,1,8
1919,919,2,5
1920,920,0,3
1921,921,3,3
1922,922,2,5
1923,923,4,8
1924,924,1,2
1925,925,0,1
1926,926,0,3
1927,927,0,6
1928,928,0,2
1929,929,1,3
1930,930,1,4
1931,931,1,7
1932,932,1,5
1933,933,1,4
1934,934,0,6
1935,935,0,4
1936,936,1,9
1937,937,1,10
1938,938,3,3
1939,939,1,7
1940,940,0,1
1941,941,1,7
1942,942,3,1
1943,943,2,1
1944,944,7,8
1945,945,2,10
1946,946,8,1
1947,947,2,2
1948,948,2,4
1949,949,0,10
1950,950,3,7
1951,951,21,8
1952,952,5,9
1953,953,17,7
1954,954,30,4
1955,955,6,6
1956,956,21,9
1957,957,36,3
1958,958,49,3
1959,959,45,9
1960,960,51,4
1961,961,53,7
1962,962,37,6
1963,963,0,2
1964,964,0,4
1965,965,2,9
1966,966,0,3
1967,967,2,4
1968,968,0,7
1969,969,0,8
1970,970,10,7
1971,971,8,7
1972,972,14,10
1973,973,4,4
1974,974,24,9
1975,975,3,9
1976,976,4,9
1977,977,3,9
1978,978,2,3
1979,979,8,4
1980,980,2,1
1981,981,4,8
1982,982,5,5
1983,983,2,2
1984,984,18,8
1985,985,50,1
1986,986,59,7
1987,987,30,5
1988,988,88,2
1989,989,41,9
1990,990,61,4
1991,991,1,10
1992,992,0,5
1993,993,0,9
1994,994,2,4
1995,995,0,8
1996,996,0,3
1997,997,3,1
1998,998,6,4
1999,999,8,9
2000,1000,5,6
2001,1001,5,7
2002,1002,11,8
2003,1003,4,7
2004,1004,0,2
2005,1005,0,9
2006,1006,0,4
2007,1007,1,9
2008,1008,0,9
2009,1009,1,6
2010,1010,1,5
2011,1011,21,2
2012,1012,14,10
2013,1013,28,6
2014,1014,21,7
2015,1015,45,1
2016,1016,21,4
2017,1017,29,2
2018,1018,8,7
2019,1019,3,1
2020,1020,6,3
2021,1021,5,5
2022,1022,6,9
2023,1023,5,7
2024,1024,2,2
2025,1025,2,10
2026,1026,3,7
2027,1027,5,9
2028,1028,4,4
2029,1029,5,7
2030,1030,4,3
2031,1031,6,10
2032,1032,7,5
2033,1033,1,4
2034,1034,4,2
2035,1035,11,4
2036,1036,8,9
2037,1037,24,5
2038,1038,15,9
2039,1039,3,7
2040,1040,2,10
2041,1041,2,6
2042,1042,17,8
2043,1043,3,7
2044,1044,43,10
2045,1045,24,9
2046,1046,5,9
2047,1047,1,8
2048,1048,0,4
2049,1049,2,7
2050,1050,1,1
2051,1051,4,2
2052,1052,2,8
2053,1053,0,4
2054,1054,0,1
2055,1055,0,7
2056,1056,1,5
2057,1057,2,6
2058,1058,0,10
2059,1059,1,1
2060,1060,4,5
2061,1061,6,2
2062,1062,12,9
2063,1063,2,5
2064,1064,11,7
2065,1065,2,8
2066,1066,1,5
2067,1067,1,2
2068,1068,9,10
2069,1069,20,1
2070,1070,2,5
2071,1071,55,2
2072,1072,0,6
2073,1073,1,6
2074,1074,106,1
2075,1075,75,8
2076,1076,145,3
2077,1077,27,3
2078,1078,47,8
2079,1079,90,9
2080,1080,88,1
2081,1081,7,9
2082,1082,4,7
2083,1083,10,2
2084,1084,2,3
2085,1085,20,1
2086,1086,5,2
2087,1087,4,1
2088,1088,1,8
2089,1089,4,4
2090,1090,1,10
2091,1091,1,9
2092,1092,7,3
2093,1093,5,4
2094,1094,3,6
2095,1095,1,8
2096,1096,1,6
2097,1097,2,8
2098,1098,1,8
2099,1099,0,4
2100,1100,2,6
2101,1101,44,6
2102,1102,39,9
2103,1103,58,4
2104,1104,46,10
2105,1105,50,8
2106,1106,51,2
2107,1107,42,5
2108,1108,1,4
2109,1109,3,7
2110,1110,8,4
2111,1111,3,4
2112,1112,32,5
2113,1113,9,4
2114,1114,5,1
2115,1115,35,5
2116,1116,58,1
2117,1117,39,3
2118,1118,40,9
2119,1119,19,6
2120,1120,8,4
2121,1121,36,10
2122,1122,33,4
2123,1123,44,7
2124,1124,50,4
2125,1125,43,5
2126,1126,61,5
2127,1127,44,2
2128,1128,27,4
2129,1129,1,1
2130,1130,0,2
2131,1131,1,8
2132,1132,1,3
2133,1133,3,1
2134,1134,3,4
2135,1135,1,7
2136,1136,3,8
2137,1137,3,1
2138,1138,7,1
2139,1139,4,2
2140,1140,6,10
2141,1141,5,10
2142,1142,4,10
2143,1143,4,8
2144,1144,4,1
2145,1145,2,4
2146,1146,1,3
2147,1147,15,2
2148,1148,7,1
2149,1149,3,8
2150,1150,4,10
2151,1151,4,2
2152,1152,2,8
2153,1153,2,1
2154,1154,4,10
2155,1155,3,10
2156,1156,4,1
2157,1157,5,7
2158,1158,6,2
2159,1159,26,5
2160,1160,2,1
2161,1161,125,5
2162,1162,6,7
2163,1163,6,5
2164,1164,1,9
2165,1165,2,1
2166,1166,22,6
2167,1167,2,7
2168,1168,63,2
2169,1169,2,2
2170,1170,1,7
2171,1171,1,9
2172,1172,3,2
2173,1173,4,6
2174,1174,7,5
2175,1175,2,5
2176,1176,5,6
2177,1177,4,9
2178,1178,4,10
2179,1179,4,3
2180,1180,3,7
2181,1181,1,1
2182,1182,5,8
2183,1183,1,6
2184,1184,5,2
2185,1185,109,4
2186,1186,79,8
2187,1187,82,7
2188,1188,68,4
2189,1189,54,7
2190,1190,29,10
2191,1191,22,8
2192,1192,1,5
2193,1193,2,1
2194,1194,23,7
2195,1195,2,10
2196,1196,38,6
2197,1197,0,5
2198,1198,1,9
2199,1199,1,10
2200,1200,2,9
2201,1201,5,5
2202,1202,1,9
2203,1203,8,5
2204,1204,2,5
2205,1205,2,1
2206,1206,1,4
2207,1207,2,10
2208,1208,0,6
2209,1209,0,1
2210,1210,11,4
2211,1211,2,4
2212,1212,3,7
2213,1213,31,4
2214,1214,126,1
2215,1215,49,8
2216,1216,58,9
2217,1217,39,7
2218,1218,46,2
2219,1219,48,3
2220,1220,78,8
2221,1221,138,5
2222,1222,41,6
2223,1223,73,6
2224,1224,15,8
2225,1225,88,5
2226,1226,61,8
2227,1227,52,4
2228,1228,102,1
2229,1229,60,7
2230,1230,162,8
2231,1231,34,3
2232,1232,95,5
2233,1233,186,4
2234,1234,0,2
2235,1235,2,5
2236,1236,0,7
2237,1237,1,4
2238,1238,1,9
2239,1239,3,4
2240,1240,3,3
2241,1241,2,2
2242,1242,3,3
2243,1243,3,3
2244,1244,2,1
2245,1245,4,2
2246,1246,2,6
2247,1247,2,5
2248,1248,4,9
2249,1249,3,2
2250,1250,4,4
2251,1251,2,7
2252,1252,3,8
2253,1253,4,7
2254,1254,4,10
2255,1255,2,3
2256,1256,0,8
2257,1257,2,3
2258,1258,3,7
2259,1259,3,6
2260,1260,2,7
2261,1261,2,2
2262,1262,50,10
2263,1263,25,4
2264,1264,16,9
2265,1265,60,7
2266,1266,6,6
2267,1267,37,9
2268,1268,76,8
2269,1269,14,9
2270,1270,10,9
2271,1271,58,1
2272,1272,4,4
2273,1273,34,1
2274,1274,13,5
2275,1275,3,10
2276,1276,6,8
2277,1277,29,3
2278,1278,8,10
2279,1279,8,6
2280,1280,22,10
2281,1281,33,5
2282,1282,26,7
2283,1283,1,1
2284,1284,0,1
2285,1285,0,2
2286,1286,1,5
2287,1287,4,9
2288,1288,0,4
2289,1289,0,5
2290,1290,1,8
2291,1291,2,7
2292,1292,4,7
2293,1293,2,8
2294,1294,5,1
2295,1295,3,5
2296,1296,3,8
2297,1297,3,5
2298,1298,3,8
2299,1299,3,3
2300,1300,2,3
2301,1301,3,1
2302,1302,4,1
2303,1303,4,8
2304,1304,2,2
2305,1305,1,8
2306,1306,1,3
2307,1307,1,1
2308,1308,6,6
2309,1309,3,5
2310,1310,3,9
2311,1311,2,6
2312,1312,3,8
2313,1313,3,2
2314,1314,2,3
2315,1315,3,5
2316,1316,2,4
2317,1317,3,3
2318,1318,2,7
2319,1319,2,3
2320,1320,4,8
2321,1321,3,6
2322,1322,8,8
2323,1323,3,3
2324,1324,3,3
2325,1325,4,5
2326,1326,4,4
2327,1327,2,1
2328,1328,4,5
2329,1329,2,5
2330,1330,4,8
2331,1331,3,4
2332,1332,20,9
2333,1333,8,10
2334,1334,49,6
2335,1335,7,6
2336,1336,38,7
2337,1337,40,9
2338,1338,48,9
2339,1339,3,8
2340,1340,11,10
2341,1341,24,10
2342,1342,5,6
2343,1343,38,5
2344,1344,9,4
2345,1345,12,10
2346,1346,2,9
2347,1347,3,2
2348,1348,2,1
2349,1349,0,5
2350,1350,5,9
2351,1351,2,9
2352,1352,0,3
2353,1353,6,5
2354,1354,4,1
2355,1355,6,2
2356,1356,6,8
2357,1357,8,8
2358,1358,3,3
2359,1359,4,2
2360,1360,2,10
2361,1361,0,10
2362,1362,3,4
2363,1363,2,9
2364,1364,3,2
2365,1365,4,10
2366,1366,2,10
2367,1367,1,10
2368,1368,1,6
2369,1369,2,6
2370,1370,1,2
2371,1371,3,9
2372,1372,1,8
2373,1373,2,8
2374,1374,2,3
2375,1375,7,2
2376,1376,11,5
2377,1377,5,2
2378,1378,32,8
2379,1379,0,4
2380,1380,2,7
2381,1381,2,8
2382,1382,2,10
2383,1383,2,7
2384,1384,0,2
2385,1385,3,10
2386,1386,2,8
2387,1387,0,6
2388,1388,0,9
2389,1389,1,2
2390,1390,1,8
2391,1391,0,7
2392,1392,4,9
2393,1393,0,10
2394,1394,1,10
2395,1395,1,6
2396,1396,1,1
2397,1397,3,1
2398,1398,2,4
2399,1399,3,6
2400,1400,1,6
2401,1401,1,3
2402,1402,0,1
2403,1403,1,4
2404,1404,0,9
2405,1405,0,1
2406,1406,0,3
2407,1407,0,8
2408,1408,3,5
2409,1409,3,8
2410,1410,2,2
2411,1411,13,9
2412,1412,2,8
2413,1413,30,1
2414,1414,15,7
2415,1415,1,4
2416,1416,5,1
2417,1417,2,5
2418,1418,9,9
2419,1419,9,9
2420,1420,7,10
2421,1421,21,5
2422,1422,0,8
2423,1423,0,1
2424,1424,2,10
2425,1425,0,5
2426,1426,5,4
2427,1427,0,1
2428,1428,0,3
2429,1429,2,7
2430,1430,1,2
2431,1431,7,2
2432,1432,0,3
2433,1433,17,6
2434,1434,3,7
2435,1435,0,3
2436,1436,3,7
2437,1437,3,6
2438,1438,3,10
2439,1439,3,6
2440,1440,4,10
2441,1441,4,4
2442,1442,2,2
2443,1443,2,7
2444,1444,3,3
2445,1445,25,7
2446,1446,18,3
2447,1447,0,4
2448,1448,2,10
2449,1449,3,9
2450,1450,4,9
2451,1451,3,7
2452,1452,6,4
2453,1453,21,7
2454,1454,2,3
2455,1455,2,10
2456,1456,3,7
2457,1457,1,10
2458,1458,0,4
2459,1459,1,10
2460,1460,2,6
2461,1461,2,3
2462,1462,2,4
2463,1463,2,7
2464,1464,2,10
2465,1465,2,9
2466,1466,13,1
2467,1467,2,6
2468,1468,62,5
2469,1469,20,9
2470,1470,11,5
2471,1471,9,10
2472,1472,5,8
2473,1473,51,8
2474,1474,48,2
2475,1475,9,8
2476,1476,27,3
2477,1477,4,1
2478,1478,43,4
2479,1479,73,5
2480,1480,30,7
2481,1481,78,6
2482,1482,10,1
2483,1483,33,8
2484,1484,39,9
2485,1485,3,4
2486,1486,2,10
2487,1487,4,9
2488,1488,3,4
2489,1489,28,8
2490,1490,1,2
2491,1491,0,3
2492,1492,0,2
2493,1493,0,7
2494,1494,0,3
