InventoryAltID,ProductID,OnShelfQuantity,WarehouseID,InventoryID
1234,234,9,6,234
1235,235,8,6,235
1236,236,7,7,236
1237,237,18,3,237
1238,238,8,1,238
1239,239,16,8,239
1240,240,5,1,240
1241,241,9,8,241
1242,242,6,2,242
1243,243,11,6,243
1244,244,4,7,244
1245,245,13,6,245
1246,246,2,8,246
1247,247,4,5,247
1248,248,3,9,248
1249,249,11,9,249
1250,250,8,9,250
1251,251,27,4,251
1252,252,7,5,252
1253,253,2,10,253
1254,254,61,5,254
1255,255,40,10,255
1256,256,85,9,256
1257,257,22,7,257
1258,258,158,1,258
1259,259,158,2,259
1260,260,194,7,260
1261,261,32,10,261
1262,262,25,7,262
1263,263,35,3,263
1264,264,24,2,264
1265,265,40,10,265
1266,266,4,1,266
1267,267,4,1,267
1268,268,1,6,268
1269,269,2,10,269
1270,270,3,1,270
1271,271,0,2,271
1272,272,2,9,272
1273,273,3,10,273
1274,274,398,2,274
1275,275,250,6,275
1276,276,347,4,276
1277,277,75,8,277
1278,278,88,3,278
1279,279,21,8,279
1280,280,59,7,280
1281,281,2,8,281
1282,282,2,6,282
1283,283,1,6,283
1284,284,3,4,284
1285,285,3,7,285
1286,286,3,1,286
1287,287,4,1,287
1288,288,2,4,288
1289,289,1,7,289
1290,290,2,6,290
1291,291,3,6,291
1292,292,2,6,292
1293,293,2,2,293
1294,294,6,6,294
1295,295,1,5,295
1296,296,5,3,296
1297,297,10,9,297
1298,298,21,10,298
1299,299,6,5,299
1300,300,15,4,300
1301,301,136,6,301
1302,302,63,5,302
1303,303,134,9,303
1304,304,176,1,304
1305,305,41,4,305
1306,306,92,5,306
1307,307,102,3,307
1308,308,1,1,308
1309,309,6,8,309
1310,310,6,8,310
1311,311,0,7,311
1312,312,23,8,312
1313,313,0,3,313
1314,314,3,10,314
1315,315,14,7,315
1316,316,14,3,316
1317,317,37,1,317
1318,318,8,3,318
1319,319,25,1,319
1320,320,25,6,320
1321,321,16,1,321
1322,322,2,5,322
1323,323,4,9,323
1324,324,1,6,324
1325,325,2,1,325
1326,326,2,2,326
1327,327,0,5,327
1328,328,1,9,328
1329,329,0,4,329
1330,330,1,4,330
1331,331,8,8,331
1332,332,1,6,332
1333,333,7,6,333
1334,334,1,2,334
1335,335,5,7,335
1336,336,43,6,336
1337,337,6,7,337
1338,338,56,9,338
1339,339,13,6,339
1340,340,20,7,340
1341,341,56,6,341
1342,342,50,3,342
1343,343,1,1,343
1344,344,1,5,344
1345,345,2,1,345
1346,346,1,6,346
1347,347,5,9,347
1348,348,3,4,348
1349,349,1,6,349
1350,350,0,8,350
1351,351,1,10,351
1352,352,1,4,352
1353,353,1,3,353
1354,354,5,10,354
1355,355,3,2,355
1356,356,2,1,356
1357,357,0,7,357
1358,358,0,5,358
1359,359,4,2,359
1360,360,1,6,360
1361,361,12,5,361
1362,362,3,3,362
1363,363,4,1,363
1364,364,3,5,364
1365,365,10,1,365
1366,366,8,1,366
1367,367,6,2,367
1368,368,33,7,368
1369,369,3,10,369
1370,370,6,4,370
1371,371,2,4,371
1372,372,4,6,372
1373,373,7,2,373
1374,374,3,9,374
1375,375,21,9,375
1376,376,3,5,376
1377,377,3,5,377
1378,378,3,8,378
1379,379,2,10,379
1380,380,6,1,380
1381,381,2,3,381
1382,382,30,2,382
1383,383,3,4,383
1384,384,1,9,384
1385,385,2,4,385
1386,386,2,4,386
1387,387,4,10,387
1388,388,2,4,388
1389,389,11,10,389
1390,390,2,4,390
1391,391,4,3,391
1392,392,2,6,392
1393,393,4,5,393
1394,394,36,5,394
1395,395,3,10,395
1396,396,35,10,396
1397,397,4,4,397
1398,398,2,2,398
1399,399,6,10,399
1400,400,5,8,400
1401,401,51,9,401
1402,402,7,4,402
1403,403,50,8,403
1404,404,7,9,404
1405,405,7,3,405
1406,406,3,5,406
1407,407,3,4,407
1408,408,29,7,408
1409,409,3,8,409
1410,410,55,1,410
1411,411,6,6,411
1412,412,3,10,412
1413,413,2,9,413
1414,414,2,9,414
1415,415,4,8,415
1416,416,3,5,416
1417,417,8,10,417
1418,418,3,4,418
1419,419,3,5,419
1420,420,2,9,420
1421,421,3,5,421
1422,422,5,1,422
1423,423,2,5,423
1424,424,55,2,424
1425,425,3,1,425
1426,426,5,4,426
1427,427,4,8,427
1428,428,3,9,428
1429,429,34,6,429
1430,430,4,2,430
1431,431,26,10,431
1432,432,24,7,432
1433,433,6,6,433
1434,434,3,5,434
1435,435,10,1,435
1436,436,29,8,436
1437,437,3,1,437
1438,438,27,1,438
1439,439,2,4,439
1440,440,3,7,440
1441,441,3,8,441
1442,442,10,5,442
1443,443,15,4,443
1444,444,6,10,444
1445,445,32,5,445
1446,446,11,9,446
1447,447,4,1,447
1448,448,3,2,448
1449,449,3,9,449
1450,450,6,5,450
1451,451,2,6,451
1452,452,51,7,452
1453,453,16,5,453
1454,454,16,4,454
1455,455,19,9,455
1456,456,22,4,456
1457,457,29,3,457
1458,458,25,6,458
1459,459,28,7,459
1460,460,20,3,460
1461,461,25,4,461
1462,462,26,2,462
1463,463,23,3,463
1464,464,25,2,464
1465,465,28,1,465
1466,466,30,10,466
1467,467,34,4,467
1468,468,32,7,468
1469,469,35,3,469
1470,470,32,9,470
1471,471,27,1,471
1472,472,42,3,472
1473,473,37,9,473
1474,474,36,9,474
1475,475,17,6,475
1476,476,34,8,476
1477,477,41,9,477
1478,478,36,1,478
1479,479,39,3,479
1480,480,31,10,480
1481,481,35,5,481
1482,482,37,6,482
1483,483,36,3,483
1484,484,38,9,484
1485,485,31,6,485
1486,486,33,8,486
1487,487,36,7,487
1488,488,36,1,488
1489,489,36,8,489
1490,490,21,1,490
1491,491,31,2,491
1492,492,32,10,492
1493,493,31,3,493
1494,494,31,4,494
1495,495,30,1,495
1496,496,30,10,496
1497,497,31,7,497
1498,498,33,5,498
1499,499,31,1,499
1500,500,26,8,500
1501,501,28,5,501
1502,502,33,5,502
1503,503,30,6,503
1504,504,30,2,504
1505,505,29,4,505
1506,506,32,6,506
1507,507,34,3,507
1508,508,32,5,508
1509,509,34,10,509
1510,510,33,2,510
1511,511,30,4,511
1512,512,34,3,512
1513,513,33,9,513
1514,514,33,9,514
1515,515,3,1,515
1516,516,3,4,516
1517,517,6,10,517
1518,518,4,9,518
1519,519,2,10,519
1520,520,3,9,520
1521,521,8,3,521
1522,522,7,9,522
1523,523,5,1,523
1524,524,3,4,524
1525,525,6,1,525
1526,526,4,5,526
1527,527,2,4,527
1528,528,3,2,528
1529,529,2,3,529
1530,530,3,2,530
1531,531,3,1,531
1532,532,5,9,532
1533,533,2,8,533
1534,534,2,8,534
1535,535,3,7,535
1536,536,4,4,536
1537,537,12,2,537
1538,538,5,1,538
1539,539,2,6,539
1540,540,5,5,540
1541,541,6,10,541
1542,542,10,7,542
1543,543,5,4,543
1544,544,2,10,544
1545,545,3,5,545
1546,546,3,6,546
1547,547,5,4,547
1548,548,2,5,548
1549,549,2,6,549
1550,550,7,3,550
1551,551,13,2,551
1552,552,7,7,552
1553,553,4,5,553
1554,554,4,3,554
1555,555,3,4,555
1556,556,3,5,556
1557,557,4,7,557
1558,558,4,4,558
1559,559,2,6,559
1560,560,2,1,560
1561,561,4,4,561
1562,562,3,7,562
1563,563,2,8,563
1564,564,3,7,564
1565,565,2,9,565
1566,566,5,3,566
1567,567,3,3,567
1568,568,3,10,568
1569,569,1,5,569
1570,570,2,6,570
1571,571,2,2,571
1572,572,2,2,572
1573,573,2,9,573
1574,574,1,2,574
1575,575,4,6,575
1576,576,4,9,576
1577,577,4,2,577
1578,578,3,9,578
1579,579,3,10,579
1580,580,2,3,580
1581,581,19,2,581
1582,582,9,10,582
1583,583,26,1,583
1584,584,42,6,584
1585,585,20,4,585
1586,586,14,5,586
1587,587,93,4,587
1588,588,82,10,588
1589,589,165,8,589
1590,590,62,1,590
1591,591,97,7,591
1592,592,73,1,592
1593,593,7,1,593
1594,594,3,4,594
1595,595,7,10,595
1596,596,9,7,596
1597,597,5,3,597
1598,598,13,3,598
1599,599,3,1,599
1600,600,9,1,600
1601,601,57,6,601
1602,602,61,7,602
1603,603,58,3,603
1604,604,18,3,604
1605,605,53,5,605
1606,606,11,1,606
1607,607,33,5,607
1608,608,20,8,608
1609,609,49,10,609
1610,610,29,2,610
1611,611,31,7,611
1612,612,45,3,612
1613,613,30,5,613
1614,614,73,9,614
1615,615,132,5,615
1616,616,86,8,616
1617,617,51,2,617
1618,618,23,1,618
1619,619,149,10,619
1620,620,35,5,620
1621,621,33,5,621
1622,622,11,10,622
1623,623,6,3,623
1624,624,31,4,624
1625,625,13,7,625
1626,626,89,6,626
1627,627,19,4,627
1628,628,45,5,628
1629,629,89,7,629
1630,630,29,6,630
1631,631,171,10,631
1632,632,318,6,632
1633,633,161,7,633
1634,634,28,7,634
1635,635,51,4,635
1636,636,30,3,636
1637,637,88,9,637
1638,638,44,2,638
1639,639,34,4,639
1640,640,64,3,640
1641,641,13,10,641
1642,642,26,1,642
1643,643,11,8,643
1644,644,3,7,644
1645,645,14,7,645
1646,646,10,2,646
1647,647,7,10,647
1648,648,37,1,648
1649,649,45,9,649
1650,650,71,4,650
1651,651,13,4,651
1652,652,9,1,652
1653,653,3,7,653
1654,654,7,2,654
1655,655,41,1,655
1656,656,29,4,656
1657,657,10,10,657
1658,658,57,4,658
1659,659,136,4,659
1660,660,25,2,660
1661,661,93,5,661
1662,662,22,10,662
1663,663,69,5,663
1664,664,7,9,664
1665,665,4,10,665
1666,666,8,5,666
1667,667,4,2,667
1668,668,17,10,668
1669,669,5,7,669
1670,670,6,1,670
1671,671,28,7,671
1672,672,4,8,672
1673,673,70,6,673
1674,674,27,10,674
1675,675,17,9,675
1676,676,29,8,676
1677,677,72,6,677
1678,678,0,7,678
1679,679,1,8,679
1680,680,3,2,680
1681,681,2,3,681
1682,682,4,8,682
1683,683,0,7,683
1684,684,0,9,684
1685,685,2,5,685
1686,686,2,9,686
1687,687,2,5,687
1688,688,1,2,688
1689,689,2,10,689
1690,690,2,2,690
1691,691,1,1,691
1692,692,0,2,692
1693,693,0,8,693
1694,694,4,4,694
1695,695,9,6,695
1696,696,1,6,696
1697,697,1,3,697
1698,698,2,1,698
1699,699,3,8,699
1700,700,4,9,700
1701,701,3,9,701
1702,702,11,8,702
1703,703,3,9,703
1704,704,3,4,704
1705,705,0,4,705
1706,706,1,7,706
1707,707,1,9,707
1708,708,0,2,708
1709,709,3,10,709
1710,710,1,8,710
1711,711,1,5,711
1712,712,2,9,712
1713,713,1,7,713
1714,714,2,3,714
1715,715,2,4,715
1716,716,4,2,716
1717,717,2,9,717
1718,718,6,6,718
1719,719,3,2,719
1720,720,4,8,720
1721,721,6,8,721
1722,722,1,7,722
1723,723,135,3,723
1724,724,94,4,724
1725,725,176,7,725
1726,726,83,6,726
1727,727,151,9,727
1728,728,92,10,728
1729,729,63,3,729
1730,730,1,4,730
1731,731,0,4,731
1732,732,4,1,732
1733,733,0,6,733
1734,734,7,7,734
1735,735,3,1,735
1736,736,4,2,736
1737,737,1,1,737
1738,738,1,10,738
1739,739,0,6,739
1740,740,0,5,740
1741,741,3,8,741
1742,742,1,1,742
1743,743,0,4,743
1744,744,0,2,744
1745,745,0,8,745
1746,746,0,5,746
1747,747,1,7,747
1748,748,0,1,748
1749,749,0,5,749
1750,750,0,2,750
1751,751,2,7,751
1752,752,0,9,752
1753,753,1,6,753
1754,754,1,2,754
1755,755,4,1,755
1756,756,1,6,756
1757,757,1,1,757
1758,758,1,1,758
1759,759,0,1,759
1760,760,0,10,760
1761,761,1,9,761
1762,762,1,6,762
1763,763,1,6,763
1764,764,0,8,764
1765,765,0,5,765
1766,766,0,8,766
1767,767,1,3,767
1768,768,0,2,768
1769,769,0,6,769
1770,770,4,3,770
1771,771,9,8,771
1772,772,3,2,772
1773,773,9,7,773
1774,774,3,4,774
1775,775,4,4,775
1776,776,2,7,776
1777,777,47,8,777
1778,778,34,10,778
1779,779,3,9,779
1780,780,56,3,780
1781,781,4,9,781
1782,782,4,10,782
1783,783,2,7,783
1784,784,5,10,784
1785,785,2,3,785
1786,786,6,8,786
1787,787,2,2,787
1788,788,0,2,788
1789,789,1,4,789
1790,790,2,3,790
1791,791,1,4,791
1792,792,3,3,792
1793,793,1,8,793
1794,794,0,1,794
1795,795,5,8,795
1796,796,5,8,796
1797,797,9,6,797
1798,798,2,1,798
1799,799,27,1,799
1800,800,7,3,800
1801,801,5,8,801
1802,802,1,6,802
1803,803,1,1,803
1804,804,2,8,804
1805,805,1,1,805
1806,806,7,4,806
1807,807,1,9,807
1808,808,2,3,808
1809,809,2,1,809
1810,810,1,3,810
1811,811,0,8,811
1812,812,3,10,812
1813,813,4,8,813
1814,814,0,5,814
1815,815,0,5,815
1816,816,1,10,816
1817,817,1,1,817
1818,818,0,1,818
1819,819,2,6,819
1820,820,4,6,820
1821,821,0,8,821
1822,822,3,6,822
1823,823,5,3,823
1824,824,2,8,824
1825,825,3,7,825
1826,826,7,8,826
1827,827,3,8,827
1828,828,3,1,828
1829,829,3,2,829
1830,830,2,4,830
1831,831,0,10,831
1832,832,2,3,832
1833,833,1,1,833
1834,834,4,7,834
1835,835,1,9,835
1836,836,2,10,836
1837,837,1,10,837
1838,838,0,3,838
1839,839,2,2,839
1840,840,2,7,840
1841,841,4,8,841
1842,842,0,7,842
1843,843,0,9,843
1844,844,1,1,844
1845,845,0,8,845
1846,846,3,9,846
1847,847,0,4,847
1848,848,2,10,848
1849,849,0,10,849
1850,850,0,6,850
1851,851,2,2,851
1852,852,1,5,852
1853,853,1,7,853
1854,854,0,5,854
1855,855,2,5,855
1856,856,1,3,856
1857,857,1,8,857
1858,858,1,8,858
1859,859,2,2,859
1860,860,1,4,860
1861,861,2,8,861
1862,862,4,7,862
1863,863,3,4,863
1864,864,2,5,864
1865,865,2,2,865
1866,866,3,2,866
1867,867,6,1,867
1868,868,1,6,868
1869,869,5,1,869
1870,870,3,10,870
1871,871,1,1,871
1872,872,2,9,872
1873,873,4,3,873
1874,874,4,9,874
1875,875,4,2,875
1876,876,8,5,876
1877,877,2,5,877
1878,878,2,10,878
1879,879,2,5,879
1880,880,2,10,880
1881,881,4,10,881
1882,882,2,9,882
1883,883,18,8,883
1884,884,2,7,884
1885,885,2,6,885
1886,886,2,8,886
1887,887,2,4,887
1888,888,3,8,888
1889,889,1,7,889
1890,890,0,8,890
1891,891,1,10,891
1892,892,0,3,892
1893,893,1,8,893
1894,894,2,9,894
1895,895,2,1,895
1896,896,1,4,896
1897,897,4,1,897
1898,898,2,9,898
1899,899,4,2,899
1900,900,1,5,900
1901,901,2,6,901
1902,902,6,4,902
1903,903,4,6,903
1904,904,3,5,904
1905,905,1,5,905
1906,906,1,10,906
1907,907,0,8,907
1908,908,0,9,908
1909,909,2,8,909
1910,910,1,4,910
1911,911,0,5,911
1912,912,1,1,912
1913,913,1,2,913
1914,914,0,5,914
1915,915,1,3,915
1916,916,2,4,916
1917,917,3,6,917
1918,918,1,8,918
1919,919,2,5,919
1920,920,0,3,920
1921,921,3,3,921
1922,922,2,5,922
1923,923,4,8,923
1924,924,1,2,924
1925,925,0,1,925
1926,926,0,3,926
1927,927,0,6,927
1928,928,0,2,928
1929,929,1,3,929
1930,930,1,4,930
1931,931,1,7,931
1932,932,1,5,932
1933,933,1,4,933
1934,934,0,6,934
1935,935,0,4,935
1936,936,1,9,936
1937,937,1,10,937
1938,938,3,3,938
1939,939,1,7,939
1940,940,0,1,940
1941,941,1,7,941
1942,942,3,1,942
1943,943,2,1,943
1944,944,7,8,944
1945,945,2,10,945
1946,946,8,1,946
1947,947,2,2,947
1948,948,2,4,948
1949,949,0,10,949
1950,950,3,7,950
1951,951,21,8,951
1952,952,5,9,952
1953,953,17,7,953
1954,954,30,4,954
1955,955,6,6,955
1956,956,21,9,956
1957,957,36,3,957
1958,958,49,3,958
1959,959,45,9,959
1960,960,51,4,960
1961,961,53,7,961
1962,962,37,6,962
1963,963,0,2,963
1964,964,0,4,964
1965,965,2,9,965
1966,966,0,3,966
1967,967,2,4,967
1968,968,0,7,968
1969,969,0,8,969
1970,970,10,7,970
1971,971,8,7,971
1972,972,14,10,972
1973,973,4,4,973
1974,974,24,9,974
1975,975,3,9,975
1976,976,4,9,976
1977,977,3,9,977
1978,978,2,3,978
1979,979,8,4,979
1980,980,2,1,980
1981,981,4,8,981
1982,982,5,5,982
1983,983,2,2,983
1984,984,18,8,984
1985,985,50,1,985
1986,986,59,7,986
1987,987,30,5,987
1988,988,88,2,988
1989,989,41,9,989
1990,990,61,4,990
1991,991,1,10,991
1992,992,0,5,992
1993,993,0,9,993
1994,994,2,4,994
1995,995,0,8,995
1996,996,0,3,996
1997,997,3,1,997
1998,998,6,4,998
1999,999,8,9,999
2000,1000,5,6,1000
2001,1001,5,7,1001
2002,1002,11,8,1002
2003,1003,4,7,1003
2004,1004,0,2,1004
2005,1005,0,9,1005
2006,1006,0,4,1006
2007,1007,1,9,1007
2008,1008,0,9,1008
2009,1009,1,6,1009
2010,1010,1,5,1010
2011,1011,21,2,1011
2012,1012,14,10,1012
2013,1013,28,6,1013
2014,1014,21,7,1014
2015,1015,45,1,1015
2016,1016,21,4,1016
2017,1017,29,2,1017
2018,1018,8,7,1018
2019,1019,3,1,1019
2020,1020,6,3,1020
2021,1021,5,5,1021
2022,1022,6,9,1022
2023,1023,5,7,1023
2024,1024,2,2,1024
2025,1025,2,10,1025
2026,1026,3,7,1026
2027,1027,5,9,1027
2028,1028,4,4,1028
2029,1029,5,7,1029
2030,1030,4,3,1030
2031,1031,6,10,1031
2032,1032,7,5,1032
2033,1033,1,4,1033
2034,1034,4,2,1034
2035,1035,11,4,1035
2036,1036,8,9,1036
2037,1037,24,5,1037
2038,1038,15,9,1038
2039,1039,3,7,1039
2040,1040,2,10,1040
2041,1041,2,6,1041
2042,1042,17,8,1042
2043,1043,3,7,1043
2044,1044,43,10,1044
2045,1045,24,9,1045
2046,1046,5,9,1046
2047,1047,1,8,1047
2048,1048,0,4,1048
2049,1049,2,7,1049
2050,1050,1,1,1050
2051,1051,4,2,1051
2052,1052,2,8,1052
2053,1053,0,4,1053
2054,1054,0,1,1054
2055,1055,0,7,1055
2056,1056,1,5,1056
2057,1057,2,6,1057
2058,1058,0,10,1058
2059,1059,1,1,1059
2060,1060,4,5,1060
2061,1061,6,2,1061
2062,1062,12,9,1062
2063,1063,2,5,1063
2064,1064,11,7,1064
2065,1065,2,8,1065
2066,1066,1,5,1066
2067,1067,1,2,1067
2068,1068,9,10,1068
2069,1069,20,1,1069
2070,1070,2,5,1070
2071,1071,55,2,1071
2072,1072,0,6,1072
2073,1073,1,6,1073
2074,1074,106,1,1074
2075,1075,75,8,1075
2076,1076,145,3,1076
2077,1077,27,3,1077
2078,1078,47,8,1078
2079,1079,90,9,1079
2080,1080,88,1,1080
2081,1081,7,9,1081
2082,1082,4,7,1082
2083,1083,10,2,1083
2084,1084,2,3,1084
2085,1085,20,1,1085
2086,1086,5,2,1086
2087,1087,4,1,1087
2088,1088,1,8,1088
2089,1089,4,4,1089
2090,1090,1,10,1090
2091,1091,1,9,1091
2092,1092,7,3,1092
2093,1093,5,4,1093
2094,1094,3,6,1094
2095,1095,1,8,1095
2096,1096,1,6,1096
2097,1097,2,8,1097
2098,1098,1,8,1098
2099,1099,0,4,1099
2100,1100,2,6,1100
2101,1101,44,6,1101
2102,1102,39,9,1102
2103,1103,58,4,1103
2104,1104,46,10,1104
2105,1105,50,8,1105
2106,1106,51,2,1106
2107,1107,42,5,1107
2108,1108,1,4,1108
2109,1109,3,7,1109
2110,1110,8,4,1110
2111,1111,3,4,1111
2112,1112,32,5,1112
2113,1113,9,4,1113
2114,1114,5,1,1114
2115,1115,35,5,1115
2116,1116,58,1,1116
2117,1117,39,3,1117
2118,1118,40,9,1118
2119,1119,19,6,1119
2120,1120,8,4,1120
2121,1121,36,10,1121
2122,1122,33,4,1122
2123,1123,44,7,1123
2124,1124,50,4,1124
2125,1125,43,5,1125
2126,1126,61,5,1126
2127,1127,44,2,1127
2128,1128,27,4,1128
2129,1129,1,1,1129
2130,1130,0,2,1130
2131,1131,1,8,1131
2132,1132,1,3,1132
2133,1133,3,1,1133
2134,1134,3,4,1134
2135,1135,1,7,1135
2136,1136,3,8,1136
2137,1137,3,1,1137
2138,1138,7,1,1138
2139,1139,4,2,1139
2140,1140,6,10,1140
2141,1141,5,10,1141
2142,1142,4,10,1142
2143,1143,4,8,1143
2144,1144,4,1,1144
2145,1145,2,4,1145
2146,1146,1,3,1146
2147,1147,15,2,1147
2148,1148,7,1,1148
2149,1149,3,8,1149
2150,1150,4,10,1150
2151,1151,4,2,1151
2152,1152,2,8,1152
2153,1153,2,1,1153
2154,1154,4,10,1154
2155,1155,3,10,1155
2156,1156,4,1,1156
2157,1157,5,7,1157
2158,1158,6,2,1158
2159,1159,26,5,1159
2160,1160,2,1,1160
2161,1161,125,5,1161
2162,1162,6,7,1162
2163,1163,6,5,1163
2164,1164,1,9,1164
2165,1165,2,1,1165
2166,1166,22,6,1166
2167,1167,2,7,1167
2168,1168,63,2,1168
2169,1169,2,2,1169
2170,1170,1,7,1170
2171,1171,1,9,1171
2172,1172,3,2,1172
2173,1173,4,6,1173
2174,1174,7,5,1174
2175,1175,2,5,1175
2176,1176,5,6,1176
2177,1177,4,9,1177
2178,1178,4,10,1178
2179,1179,4,3,1179
2180,1180,3,7,1180
2181,1181,1,1,1181
2182,1182,5,8,1182
2183,1183,1,6,1183
2184,1184,5,2,1184
2185,1185,109,4,1185
2186,1186,79,8,1186
2187,1187,82,7,1187
2188,1188,68,4,1188
2189,1189,54,7,1189
2190,1190,29,10,1190
2191,1191,22,8,1191
2192,1192,1,5,1192
2193,1193,2,1,1193
2194,1194,23,7,1194
2195,1195,2,10,1195
2196,1196,38,6,1196
2197,1197,0,5,1197
2198,1198,1,9,1198
2199,1199,1,10,1199
2200,1200,2,9,1200
2201,1201,5,5,1201
2202,1202,1,9,1202
2203,1203,8,5,1203
2204,1204,2,5,1204
2205,1205,2,1,1205
2206,1206,1,4,1206
2207,1207,2,10,1207
2208,1208,0,6,1208
2209,1209,0,1,1209
2210,1210,11,4,1210
2211,1211,2,4,1211
2212,1212,3,7,1212
2213,1213,31,4,1213
2214,1214,126,1,1214
2215,1215,49,8,1215
2216,1216,58,9,1216
2217,1217,39,7,1217
2218,1218,46,2,1218
2219,1219,48,3,1219
2220,1220,78,8,1220
2221,1221,138,5,1221
2222,1222,41,6,1222
2223,1223,73,6,1223
2224,1224,15,8,1224
2225,1225,88,5,1225
